        8.8200000000          3.9000000000  1  1  0          0.0000000000
        8.8600000000          3.9000000000  1  1  0          0.0000000000
        8.9000000000          3.9000000000  1  1  0          0.0000000000
        8.9400000000          3.9000000000  1  1  0          0.0000000000
        8.9800000000          3.9000000000  1  1  0          0.0000000000
        9.0200000000          3.9000000000  1  1  0          0.0000000000
        9.0600000000          3.9000000000  1  1  0          0.0000000000
        9.1000000000          3.9000000000  1  1  0          0.0000000000
        9.1400000000          3.9000000000  1  1  0          0.0000000000
        9.1800000000          3.9000000000  1  1  0          0.0000000000
        9.2200000000          3.9000000000  1  1  0          0.0000000000
        9.2600000000          3.9000000000  1  1  0          0.0000000000
        9.3000000000          3.9000000000  1  1  0          0.0000000000
        9.3400000000          3.9000000000  1  1  0          0.0000000000
        9.3800000000          3.9000000000  1  1  0          0.0000000000
        9.4200000000          3.9000000000  1  1  0          0.0000000000
        9.4600000000          3.9000000000  1  1  0          0.0000000000
        9.5000000000          3.9000000000  1  1  0          0.0000000000
        9.5400000000          3.9000000000  4  2  683          0.0021333333
        9.5800000000          3.9000000000  4  2  683          0.0021333333
        9.6200000000          3.9000000000  4  2  683          0.0021333333
        9.6600000000          3.9000000000  4  2  683          0.0021333333
        9.7000000000          3.9000000000  1  1  0          0.0000000000
        9.7400000000          3.9000000000  1  1  0          0.0000000000
        9.7800000000          3.9000000000  1  1  0          0.0000000000
        9.8200000000          3.9000000000  1  1  0          0.0000000000
        9.8600000000          3.9000000000  1  1  0          0.0000000000
        9.9000000000          3.9000000000  1  1  0          0.0000000000
        9.9400000000          3.9000000000  1  1  0          0.0000000000
        9.9800000000          3.9000000000  1  1  0          0.0000000000
        0.0200000000          3.9400000000  1  1  0          0.0000000000
        0.0600000000          3.9400000000  1  1  0          0.0000000000
        0.1000000000          3.9400000000  1  1  0          0.0000000000
        0.1400000000          3.9400000000  1  1  0          0.0000000000
        0.1800000000          3.9400000000  1  1  0          0.0000000000
        0.2200000000          3.9400000000  1  1  0          0.0000000000
        0.2600000000          3.9400000000  1  1  0          0.0000000000
        0.3000000000          3.9400000000  1  1  0          0.0000000000
        0.3400000000          3.9400000000  1  1  0          0.0000000000
        0.3800000000          3.9400000000  1  1  0          0.0000000000
        0.4200000000          3.9400000000  1  1  0          0.0000000000
        0.4600000000          3.9400000000  1  1  0          0.0000000000
        0.5000000000          3.9400000000  1  1  0          0.0000000000
        0.5400000000          3.9400000000  1  1  0          0.0000000000
        0.5800000000          3.9400000000  1  1  0          0.0000000000
        0.6200000000          3.9400000000  1  1  0          0.0000000000
        0.6600000000          3.9400000000  1  1  0          0.0000000000
        0.7000000000          3.9400000000  1  1  0          0.0000000000
        0.7400000000          3.9400000000  1  1  0          0.0000000000
        0.7800000000          3.9400000000  1  1  0          0.0000000000
        0.8200000000          3.9400000000  1  1  0          0.0000000000
        0.8600000000          3.9400000000  1  1  0          0.0000000000
        0.9000000000          3.9400000000  1  1  0          0.0000000000
        0.9400000000          3.9400000000  1  1  0          0.0000000000
        0.9800000000          3.9400000000  1  1  0          0.0000000000
        1.0200000000          3.9400000000  1  1  0          0.0000000000
        1.0600000000          3.9400000000  1  1  0          0.0000000000
        1.1000000000          3.9400000000  1  1  0          0.0000000000
        1.1400000000          3.9400000000  1  1  0          0.0000000000
        1.1800000000          3.9400000000  1  1  0          0.0000000000
        1.2200000000          3.9400000000  1  1  0          0.0000000000
        1.2600000000          3.9400000000  1  1  0          0.0000000000
        1.3000000000          3.9400000000  1  1  0          0.0000000000
        1.3400000000          3.9400000000  1  1  0          0.0000000000
        1.3800000000          3.9400000000  1  1  0          0.0000000000
        1.4200000000          3.9400000000  1  1  0          0.0000000000
        1.4600000000          3.9400000000  1  1  0          0.0000000000
        1.5000000000          3.9400000000  1  1  0          0.0000000000
        1.5400000000          3.9400000000  1  1  0          0.0000000000
        1.5800000000          3.9400000000  1  1  0          0.0000000000
        1.6200000000          3.9400000000  1  1  0          0.0000000000
        1.6600000000          3.9400000000  1  1  0          0.0000000000
        1.7000000000          3.9400000000  1  1  0          0.0000000000
        1.7400000000          3.9400000000  1  1  0          0.0000000000
        1.7800000000          3.9400000000  3  2  661          0.0033333333
        1.8200000000          3.9400000000  3  2  684          0.0033333333
        1.8600000000          3.9400000000  3  2  685          0.0033333333
        1.9000000000          3.9400000000  3  2  685          0.0033333333
        1.9400000000          3.9400000000  3  2  685          0.0033333333
        1.9800000000          3.9400000000  3  2  685          0.0033333333
        2.0200000000          3.9400000000  3  2  685          0.0033333333
        2.0600000000          3.9400000000  1  1  0          0.0000000000
        2.1000000000          3.9400000000  1  1  0          0.0000000000
        2.1400000000          3.9400000000  1  1  0          0.0000000000
        2.1800000000          3.9400000000  1  1  0          0.0000000000
        2.2200000000          3.9400000000  1  1  0          0.0000000000
        2.2600000000          3.9400000000  1  1  0          0.0000000000
        2.3000000000          3.9400000000  1  1  0          0.0000000000
        2.3400000000          3.9400000000  1  1  0          0.0000000000
        2.3800000000          3.9400000000  1  1  0          0.0000000000
        2.4200000000          3.9400000000  1  1  0          0.0000000000
        2.4600000000          3.9400000000  1  1  0          0.0000000000
        2.5000000000          3.9400000000  1  1  0          0.0000000000
        2.5400000000          3.9400000000  1  1  0          0.0000000000
        2.5800000000          3.9400000000  1  1  0          0.0000000000
        2.6200000000          3.9400000000  1  1  0          0.0000000000
        2.6600000000          3.9400000000  1  1  0          0.0000000000
        2.7000000000          3.9400000000  1  1  0          0.0000000000
        2.7400000000          3.9400000000  1  1  0          0.0000000000
        2.7800000000          3.9400000000  1  1  0          0.0000000000
        2.8200000000          3.9400000000  1  1  0          0.0000000000
        2.8600000000          3.9400000000  1  1  0          0.0000000000
        2.9000000000          3.9400000000  1  1  0          0.0000000000
        2.9400000000          3.9400000000  1  1  0          0.0000000000
        2.9800000000          3.9400000000  1  1  0          0.0000000000
        3.0200000000          3.9400000000  1  1  0          0.0000000000
        3.0600000000          3.9400000000  1  1  0          0.0000000000
